student_id,394061540,name,Patricia Gonzalez,address,3940 Ruth Avenue North Ashley  SD 05834,dob,1947-06-01,employer,Cooper-Johnson,title,Civil Service administrator,year,1993,make,Alfa,model,Romeo
student_id,058565635,name,Christine Lucas,address,0842 Mark Forges Patelside  OR 21522,dob,1945-09-11,employer,"Stewart, Zimmerman and Owens",title,"Lecturer, higher education",year,2003,make,Lexus,model,IS
student_id,754931550,name,Suzanne Moyer,address,7655 Jack Plaza Millschester  MA 08810,dob,1908-09-09,employer,Phillips PLC,title,Chartered legal executive (England and Wales),year,1999,make,Audi,model,A6
student_id,727466786,name,Pamela Lindsey,address,178 Mary Ville Apt. 366 Port Kevinfurt  RI 24510,dob,2010-12-27,employer,Mcguire-Johnson,title,Pharmacologist,year,2012,make,Volvo,model,XC70
student_id,047256146,name,Robert Miller,address,Unit 4504 Box 9636 DPO AP 74837,dob,2009-01-15,employer,Tyler PLC,title,Fast food restaurant manager,year,1993,make,Isuzu,model,Spacecab
student_id,329075651,name,Kaitlin Vaughn,address,0991 Garcia Loaf Sarahstad  VT 53909,dob,1952-11-20,employer,Phelps Inc,title,Risk analyst,year,1992,make,Ford,model,Ranger
student_id,550134839,name,Tina Mcgee,address,091 Karen Rapid Suite 678 Harveybury  DE 51810,dob,1916-07-05,employer,Riddle-Green,title,Counsellor,year,1997,make,Pontiac,model,Trans
student_id,802773282,name,Leslie Chapman,address,806 Natalie Trail Suite 808 South Jasonville  MN 44781,dob,1921-06-06,employer,Lewis Inc,title,Leisure centre manager,year,1999,make,Chrysler,model,Sebring
student_id,232050729,name,Tina Young,address,4932 Clayton Ford Apt. 626 Rachelborough  GA 89011,dob,1988-09-04,employer,Manning Ltd,title,"Restaurant manager, fast food",year,2005,make,Ford,model,F350
student_id,442523906,name,Brandi Kim,address,457 Patrick Creek Rodriguezport  NM 82074,dob,1936-07-11,employer,"Herring, Campbell and Smith",title,Financial manager,year,1998,make,Chevrolet,model,Camaro
student_id,706823855,name,Michael Kelly,address,7485 Michelle Track Apt. 556 Jennifermouth  ME 43636,dob,1908-12-07,employer,Mora and Sons,title,Product designer,year,2001,make,GMC,model,Savana
student_id,365852365,name,Kara Lee,address,79359 Allen Motorway East Lindsey  WI 98057,dob,1946-10-29,employer,"Dougherty, Fernandez and Fischer",title,Technical sales engineer,year,2007,make,Lotus,model,Elise
student_id,075628670,name,Douglas Wolf,address,610 Acosta Island Apt. 242 Matthewland  MS 04377,dob,1922-08-09,employer,"Chang, Chen and Parker",title,Pension scheme manager,year,2009,make,GMC,model,Sierra
student_id,646356279,name,Damon Walters,address,063 Johnston Ridges Apt. 354 North Dennismouth  SC 84157,dob,1960-10-03,employer,Knight PLC,title,Science writer,year,1997,make,Ford,model,F150
